imdb_votes,tmdb_popularity
217534,16.583
247,1.802
2160,7.114
17716,8.348
618,3.175
19728,18.56
837,2.215
2464,1.762
172,2.547
193053,15.067
62,2.942
249,4.753
7120,5.727
14916,6.095
25771,13.416
2673,3.347
419,16.035
7183,8.147
743,4.613
493,1.291
3150,14.069
572,38.749
4934,4.389
7578,14.485
1910,1.792
415,2.379
19936,10.044
23474,82.882
2735,6.878
1618,28.193
14608,26.706
1540,5.733
445,1.4
132,10.43
3106,16.211
15743,68.46
28978,926.362
1349,14.073
1249,1.713
4921,5.31
4384,3.732
193,6.837
234,13.453
20,4.135
599,22.957
36361,12.634
16610,19.161
224900,27.45
22107,218.433
4230,2.239
119,7.574
1033,8.244
538,8.788
20377,14.663
2127,15.225
1972,6.254
39590,52.542
2089,5.595
5245,121.52
586679,29.436
3665,28.219
63,0.642
48,1.879
219,4.003
130,0.923
657,12.8
5943,11.526
641,14.155
4312,5.202
3139,20.281
2759,3.979
1561,26.578
1952,31.411
396,4.613
636,4.243
277,3.884
798,5.713
563,4.97
487,5.314
1513,2.055
6,0.6
7733,14.827
7154,20.952
984,7.659
2575,42.457
24,0.68
28370,8.364
81,3.202
10162,32.606
2146,166.39
40703,10.655
8550,0.6
5772,5.002
38870,37.556
1675,2.383
4031,8.161
4776,1.4
8367,1.4
4241,3.807
2416,9.305
1113,14.897
36500,13.295
61924,17.732
291,6.128
2705,12.387
1134,5.085
15053,10.253
564,7.9
130099,24.125
35067,15.085
3986,10.419
26,2.307
1603,9.971
100705,37.237
31620,16.72
841,2.721
16320,92.767
13670,13.653
603,7.217
7013,12.239
9987,34.738
994,2.681
2632,45.357
154,9.388
2609,3.088
1503,642.372
758,2.663
6,3.24
25,2.708
33734,12.008
229,2.479
912,2.273
47,1.948
4836,58.017
826,5.541
616,1.662
17447,44.727
2168,11.357
2450,7.119
7832,34.492
694,24.098
1633,4.028
494092,46.137
9504,12.606
49599,11.864
1097,17.937
5047,112.094
2152,33.992
51513,28.552
488,2.1
145,0.969
1076,9.653
8041,13.37
3232,2.716
146712,59.834
1972,9.983
30734,73.548
172,1.155
719717,71.782
327565,68.926
47588,13.584
2809,4.471
20986,6.655
8454,4.91
1541,4.784
4761,37.594
697,1.4
12757,7.415
125720,12.868
43,1.267
87857,117.924
6199,5.296
5031,4.02
297,3.726
278,2.517
123667,12.617
765,4.669
7665,7.365
1104,10.234
2860,1.4
14887,99.758
5704,62.514
2729,142.386
5598,11.939
4166,3.187
5495,8.06
87891,18.208
56459,31.121
21632,11.41
14146,19.204
149082,18.529
3048,14.274
2205,5.917
3937,6.502
14491,9.791
1785,5.671
128172,33.554
55549,8.397
7994,6.08
560,15.664
204,5.429
142696,18.102
31531,10.503
983,3.857
243,1.758
24,1.083
146625,46.06
73269,17.756
11411,21.408
865,4.098
1358,5.041
1387,1.022
108,2.38
7727,17.023
79921,18.733
80733,16.066
493,3.708
320,2.72
123,0.6
33724,20.028
17194,11.273
29,0.649
48672,13.434
240433,16.442
2283,10.462
1285,4.268
108,1.035
2865,4.549
4033,5.896
2572,4.925
1664,4.784
5073,16.359
196,1.93
1096,9.017
3087,13.668
4452,7.323
13238,19.835
13098,14.629
200,2.768
3106,9.002
2325,20.092
34,1.214
124,2.31
145,1.548
18452,18.124
1394,65.43
6663,10.393
48,0.675
10927,20.694
23297,6.596
101939,15.02
4256,9.415
49894,23.345
54391,17.631
108,9.281
12918,14.776
2268288,109.09
1883,10.121
2105,6.206
3049,3.185
6075,1.445
3052,24.784
1717,18.773
8536,15.248
3874,23.186
2565,3.296
17727,10.828
27275,96.678
10776,7.648
15137,40.604
3927,14.613
42,2.189
986,1.185
2747,3.8
609,6.359
167549,52.127
614,9.398
534,12.57
1482,1.47
1356,14.763
1152,10.782
595,1.543
45628,20.79
1313,6.735
8512,15.949
30746,28.712
611379,15.658
749,31.864
15464,69.688
2613,13.733
15823,149.742
2127,31.534
2206,38.412
1826,37.944
2570,29.842
5656,14.179
54105,126.677
763,12.419
18,10.616
221095,20.113
103673,3.156
54128,33.711
30694,15.801
960,2.243
1951,9.565
1146,6.579
9442,18.453
3021,4.449
465,5.257
332,2.226
4203,1.569
10415,5.089
8221,18.018
306,2.468
233165,278.419
170,3.923
362,3.195
2886,4.064
21104,67.024
2284,7.713
12030,29.491
12095,7.49
105,1.837
111,3.946
404,7.92
1658,40.961
122,3.243
26738,9.183
20501,8.116
51945,10.991
2094,5.01
930,3.263
1468,4.944
5388,6.26
83727,43.997
92305,30.13
157,0.6
11596,12.484
10092,6.253
1718,45.098
935,2.996
1160,9.54
205,1.81
1445,8.859
3545,4.73
6165,4.266
30,0.933
46286,120.677
71,1.815
160,2.38
2922,9.134
889,16.368
3567,2.862
1073,3.865
3028,4.188
854,2.472
3984,4.891
1077,3.405
2272,3.707
1401,3.463
1274,1.748
713,3.278
614,2.907
374,3.418
422,2.195
23216,25.26
7804,11.088
1506,5.005
1281,3.985
1268,4.231
5643,7.723
5061,4.084
5834,5.834
973,10.978
1304,1.762
25593,10.938
3940,4.223
2381,4.898
1549,3.721
2548,6.123
2226,4.903
5407,7.515
5393,6.07
2764,5.395
3984,5.57
1324,4.476
4274,3.887
2201,3.164
4711,6.13
77,1.289
275,1.14
18274,37.658
10043,6.461
1444,7.932
8502,136.841
263,12.93
986,4.273
469,3.209
1322,3.559
2096,8.14
2596,8.004
408,2.277
32188,7.96
498,2.915
4300,4.202
4447,4.341
738,5.255
3498,6.786
7696,7.358
6608,5.184
8471,4.657
131999,17.663
777,2.647
94,1.92
71062,11.747
8172,15.75
24,4.462
230,3.027
251,0.925
1579,7.869
1531,6.826
1336,4.917
1293,2.703
4467,30.348
2336,7.276
339,138.103
1436,4.414
1321,5.146
10517,7.453
9461,16.219
328,3.104
529,4.524
983,38.856
37235,48.307
7423,106.781
4476,9.339
4849,4.321
1872,9.343
239367,89.01
106755,12.741
1910,55.544
952,21.333
43,2.57
502,2.99
1208,5.465
155,1.307
2173,4.71
16,3.382
704,2.592
2163,167.055
1750,1.708
13372,20.572
64,0.6
73,0.98
5309,2.952
1207,4.465
1462,2.122
19797,8.285
18224,5.028
48818,8.47
30949,6.459
1265,1.393
36512,5.636
966,24.535
68028,10.229
1342,2.858
262,2.449
309,1.256
37,2.43
17136,5.741
144,1.262
226,2.631
8376,3.108
6647,3.926
791,1.613
3950,2.298
25792,9.091
8920,5.414
1501,7.335
134,14.657
11944,4.449
511,1.633
43,2.371
57689,69.823
4168,5.863
1333,2.246
1920,2.752
2165,3.039
13095,73.252
940,3.422
635,2.392
1780,2.581
3137,2.601
232,1.431
314,3.679
122,1.284
803,1.459
3357,5.617
2368,5.193
4719,112.314
987,2.77
1332,4.301
2009,1.838
4333,7.107
4437,6.366
9458,8.106
3342,5.133
1448,4.617
1083,3.702
8330,5.228
41,1.08
17,2.173
1354,19.327
5957,10.888
349,2.528
1737,2.095
16649,8.676
1671,2.579
2655,6.236
141289,15.681
1538,2.537
16970,26.582
404,3.082
364,2.237
14081,14.269
43760,63.579
887,3.191
4890,30.991
491,6.273
5293,20.604
302,2.167
5588,5.272
3874,8.271
1248,3.297
6607,9.895
445,3.678
2302,10.995
141480,31.229
33760,44.378
3178,8.52
19809,30.484
12418,8.591
16482,7.996
261,1.917
398,2.332
4358,344.515
1017,1.138
325,11.297
41,2.744
15,1.834
62,1.4
66985,10.107
1153,2.405
104,1.14
909,2.573
51640,12.564
254,6.244
91,5.562
152791,73.412
651,5.067
5121,2.969
8052,51.824
2445,56.055
1265,5.73
11582,3.829
1000,1.91
3507,2.81
4341,3.768
3885,3.402
2196,2.66
7000,26.53
1800,9.054
37,3.268
1305,8.144
163,1.4
16,4.054
106,13.724
49,9.137
65,3.647
290,23.538
843,13.662
551,8.657
444,12.929
5645,3.612
48,18.818
386,6.097
642,21.243
2445,99.071
5512,10.7
54,1.598
575,25.176
777,2.434
25,2.474
234,0.946
277165,28.718
383,2.996
1463,7.608
3655,6.874
3306,8.717
688,2.196
111053,7.249
33,0.653
23076,5.649
137,0.732
104,0.975
307,3.034
146,0.936
570,1.4
258,2.693
582,16.828
416,10.943
149290,18.865
5447,10.652
6789,16.641
2429,6.768
347,2.685
427,6.93
10906,505.736
2774,38.264
6844,5.554
465,2.399
938,27.541
41,1.4
230,2.601
7005,15.816
2024,7.902
1572,10.08
1692,4.299
272,3.646
5761,5.463
9,0.6
38,1.085
28877,270.461
3307,15.053
175273,72.35
446,7.567
126,2.645
80,11.535
82623,21.915
896,6.75
170,1.4
272,14.65
244,5.651
8796,1.4
2276,8.216
1212,2.331
325132,18.0
429,9.711
21515,12.098
120208,24.49
5,1.07
98,3.009
11118,27.133
528,10.082
7453,4.08
1069,2.275
940,9.114
1502,5.251
688,5.48
522,2.569
45,8.855
106,2.107
3855,8.064
11934,4.304
392419,17.505
18793,15.068
2693,4.014
208,1.551
968,19.501
19,1.4
21202,9.294
188234,12.931
278,1.852
29196,15.935
2862,5.456
671,1.985
1444,4.696
94,1.534
227,0.6
94,2.728
170,35.428
2253,5.588
1971,7.118
21009,11.404
14492,16.841
91,1.181
6461,8.807
57621,17.027
1208,5.478
6492,10.178
1224,10.476
577,1.686
106,0.727
30134,16.946
270,3.459
72031,39.805
21388,137.792
66,24.428
51,58.296
183,1.64
3647,6.654
155997,36.762
318,2.472
7734,8.496
4664,49.592
34362,32.776
708,3.369
4170,356.051
566791,48.347
568,14.637
133,3.141
170,4.22
1741,1.664
9264,10.749
21040,14.136
375,7.2
96868,52.535
94,1.272
11973,7.387
1485,1.512
7896,23.433
433,34.001
13797,12.956
474176,21.297
5262,132.183
1057,9.665
153,5.714
32837,14.783
48521,15.982
7655,1.4
425,5.109
365,1.4
2142,8.818
350,184.942
200,3.241
2472,21.397
228,2.386
998,6.117
325,4.504
3436,90.856
20033,14.358
531,2.255
547,8.282
25,1.134
3820,126.798
933,1.418
549,3.392
2558,4.322
394,15.158
465,1.292
5210,5.101
8187,6.683
131937,100.876
17092,10.12
65,20.664
116,1.96
3216,1.609
737,6.442
19259,14.348
4908,8.31
2129,15.138
34139,16.292
2519,11.461
202,1.672
2189,9.521
830,2.609
36,1.771
12,1.874
52,1.666
1516,1.83
3575,13.263
308291,761.064
10206,3.986
44,0.84
37528,8.817
35,4.847
4556,42.471
11162,4.603
1356,36.942
2883,21.419
691,4.904
58,2.504
48,0.858
3136,2.802
100575,80.767
30277,14.008
10725,6.439
3905,2.236
5596,22.681
417,1.387
215,2.792
608,3.984
3144,28.077
4263,8.358
6047,21.929
50275,12.157
1518,15.371
1744,4.103
22563,56.834
3282,18.719
4111,6.085
4298,1.837
760,4.893
373,1.951
24319,5.821
3899,20.767
21,2.159
3316,11.61
77,1.173
523,3.895
83,1.134
74955,0.6
3148,3.923
35142,8.106
2866,7.506
11715,121.717
557,3.698
31,2.664
442,20.91
93456,10.955
3924,54.741
2831,2.519
1036,2.136
10149,4.267
35760,27.204
360,3.202
13290,12.05
1220,9.434
818,9.507
979,10.9
1036,2.162
987,1.558
2664,3.54
1623,7.442
3210,19.634
74877,18.19
50145,87.315
1235,3.039
71244,13.558
693,2.727
5413,2.852
8043,3.637
236,1.22
2965,7.823
4222,4.908
1073,1.847
1119,3.895
21929,24.663
1906,4.63
1876,4.861
1916,4.172
30373,16.213
2586,19.401
76,1.143
71229,34.279
10742,9.676
125883,17.311
2032,8.0
945,3.717
567,1.896
14518,23.254
1215,8.163
238,1.4
37,2.093
4056,17.101
1390,5.269
276,99.429
180,1.4
290643,31.056
433,3.157
1975,31.913
43,1.215
5083,7.729
102,2.185
10656,3.899
10234,103.034
1746,4.879
2233,3.765
7381,6.767
3114,41.69
65,8.658
89,6.158
1433,2.97
72341,21.734
26127,29.588
950,1.158
80,1.414
362,1.291
31,2.88
4209,11.16
2177,5.307
3597,55.962
122,3.91
840,3.08
362,6.597
23287,39.834
1462,7.08
1687,8.526
4136,9.216
18575,28.95
17141,2.824
23,1.4
76,0.857
423,2.065
491,1.08
543,1.852
958,16.052
146847,25.556
16,5.081
3123,8.538
778,12.506
5363,17.068
57399,15.347
988,3.187
1160,4.221
3402,9.957
635,1.908
1810,2.764
1711,98.052
80138,123.15
4542,10.85
64,1.612
32573,6.017
826,3.286
16180,10.978
42018,13.871
19689,343.77
546,2.564
17433,16.923
3921,50.167
341,3.153
167,1.322
2102,6.613
2586,4.977
957,3.463
163878,11.418
1219,2.747
54,3.583
1571,2.937
8972,15.219
1818,3.689
5147,3.878
474,2.764
2110,15.027
4109,8.013
102321,138.708
29565,39.39
5296,9.562
6624,6.78
413541,26.775
249,8.062
35,2.122
37,1.232
16,0.979
57,1.484
3284,3.449
2465,4.404
1815,3.244
1789,4.893
274,3.226
295,3.111
1302,8.714
547,2.213
1771,7.782
613,2.697
804,1.957
563,2.093
1794,6.757
1093,3.915
12474,11.533
261429,45.108
1101,9.07
15656,10.028
24681,73.084
1212,1.729
46939,52.412
10102,261.845
52657,17.791
14983,79.565
418,4.382
72,3.749
2303,13.294
321,4.614
3712,4.059
19151,19.363
3433,7.082
98,4.001
1950,6.267
1156,2.012
434,9.009
596,12.142
2579,3.769
3000,22.899
568,4.301
799,2.008
434,3.236
215,2.639
509,7.571
1331,247.932
1242,12.744
1210,11.448
1291,14.729
1649,8.356
1623,7.838
2646,54.373
3713,7.483
11595,6.358
148,1.523
346,8.324
165817,21.304
10320,9.564
38,2.043
26,4.112
3210,44.736
450797,1.4
836,64.787
3419,47.62
14221,5.845
2143,15.194
92,3.109
149218,16.951
300,18.103
114942,47.456
728,8.631
391,9.657
60693,18.681
3038,24.961
681,2.57
15186,7.641
530877,18.216
2144,1.49
72895,12.919
437,0.673
1740,3.829
2598,6.936
1092,3.291
574,5.385
717,2.791
3080,131.65
77,2.388
1390,12.025
330,1.12
918,3.43
632,4.877
3125,5.054
688,2.824
2774,3.512
292,3.073
157,1.903
112,4.55
5307,41.824
442,1.71
60870,25.389
24003,32.307
234,1.4
6703,17.882
68790,30.69
55118,18.043
3320,5.449
6855,26.485
19630,6.754
125,2.386
3906,4.208
2722,7.255
3251,11.019
12395,7.566
47676,12.964
1176,3.43
468,7.962
188,2.744
382,3.194
354,1.118
6309,2.442
1654,3.387
363,1.266
26781,53.688
68,1.825
292,1.005
6028,4.696
3045,2.988
120532,33.858
2054,10.305
2693,9.003
10414,6.027
684,2.281
522,3.188
522,3.289
34788,14.672
3056,5.577
475,7.302
301,3.545
430,3.224
4367,19.118
2257,6.308
3731,17.668
282,1.781
281,2.923
882,21.477
478,5.383
19,6.471
572,3.375
94121,15.949
3049,62.245
2163,33.995
391,1.004
4430,7.987
79800,21.381
3826,5.234
2401,32.084
798,6.306
3774,27.731
276,62.434
103,6.772
3468,124.569
642,18.893
20708,49.715
281,2.859
5934,10.223
5481,14.997
3620,3.947
18446,90.655
5194,10.016
51232,19.276
647,12.756
445,3.493
161,7.715
3012,16.347
261,10.581
561,6.751
3108,15.98
1537,10.653
1511,2.154
451,1.849
1936,5.485
185,9.643
2289,20.215
6656,4.757
3217,3.115
1170,4.329
540,4.601
153,1.814
769,4.693
3605,4.991
1977,5.031
1009,11.334
1274,6.586
811,3.292
141049,254.207
322,3.785
160,1.579
6712,5.584
1081,2.361
2086,9.316
4682,9.333
112,0.713
100,3.934
1086,8.263
308,6.237
19366,24.805
1536,5.519
21745,6.895
1287,1.4
9139,15.079
404486,83.072
80902,58.895
317,2.257
93980,362.73
4016,224.494
5021,122.666
4473,76.107
3567,104.166
3626,79.113
3975,64.608
4297,45.717
6759,45.425
299,3.655
82,1.874
1295,3.751
1798,3.621
346,2.52
316,1.208
3470,2.595
2024,13.399
6780,4.151
3228,3.807
809,1.63
366,0.782
3359,6.887
64727,51.993
51938,36.756
835,3.998
658,1.785
482,108.373
45346,72.067
4485,49.993
216209,65.381
3045,3.078
85658,24.531
23307,10.357
16459,32.566
1565,1.4
159,1.423
16964,18.147
3572,6.992
2907,43.212
377,6.368
3296,17.896
1129,45.7
2551,43.714
500,3.885
383,5.059
23939,14.926
16890,70.777
6484,62.599
1282,1.997
290,2.123
8278,116.672
523686,54.186
13103,17.781
423,5.984
341,1.603
1629,5.269
4519,60.536
569,2.934
3170,3.158
4304,4.269
118,4.007
4277,12.13
2843,26.449
943,2.733
13913,125.021
11665,4.115
135,1.247
309,1.641
5101,7.804
102,5.608
82,1.0
274,1.384
11304,98.107
3436,144.636
4092,7.95
1956,5.34
264884,54.29
3473,4.609
2868,4.028
18040,28.929
4105,9.248
104604,27.273
912,7.967
14876,10.955
23016,38.864
3105,4.656
360,3.59
203,19.697
198,7.052
57449,7.489
870,8.612
14122,13.036
8839,12.891
424,3.018
10854,19.174
1049,39.732
177,9.947
131,2.367
66,20.5
126,2.825
6215,35.645
140,4.876
45200,16.557
775,20.082
4764,8.297
4185,26.074
1678,2.566
3106,5.419
8854,41.856
62,1.061
5722,4.122
116305,23.865
1803,7.646
2119,8.562
2326,6.971
493,3.098
314,2.224
75015,18.58
674,2.566
183,2.128
272334,84.497
42597,9.639
14230,0.6
2089,5.409
50,1.259
27003,7.263
380,3.881
15642,45.081
9159,7.865
2841,9.044
980,3.353
342335,21.322
261,9.584
160449,14.895
17494,4.19
7127,5.104
437,456.283
481,4.926
2672,2.124
1116,2.755
15669,27.347
15,2.622
564,4.321
202,1.813
74,6.246
112586,105.955
7002,38.397
1189,27.125
5382,25.322
1611,23.07
2503,11.031
745,2.731
543,1.67
6482,9.06
2303,5.453
148386,132.794
4819,2.651
3013,13.136
64,3.581
1413,28.752
2610,11.431
11329,14.686
2802,14.933
1972,43.158
7993,12.019
10357,20.745
2341,7.81
295591,72.825
7586,20.123
498,3.296
3034,7.766
572,7.759
3003,13.835
35711,14.652
11243,7.611
11048,12.353
6,40.822
209,64.558
22147,12.35
79,16.012
4140,11.493
41386,14.33
1672,8.629
13360,10.017
9763,15.959
2593,22.705
365,3.192
2271,3.357
264,14.65
43404,48.11
152435,238.679
69834,19.359
3722,96.602
4611,5.153
41562,114.758
21562,60.545
4632,2.273
36803,35.875
17411,4.18
278223,290.316
1214,54.603
178012,9.887
1725,2.594
35888,5.204
6628,1.4
4923,314.603
635,16.672
848,10.698
4796,76.137
126,1.16
25269,9.062
111092,34.655
13419,8.112
9133,3.229
313,2.334
13206,5.94
397,1.234
200,1.262
2759,10.962
285,1.814
7304,38.145
5438,4.11
59,0.635
11804,29.213
26,0.893
3087,8.8
2225,13.582
22298,16.364
674,4.798
17779,39.351
711,4.603
8343,6.398
1652,3.089
535,2.353
1410,7.875
23771,5.997
1522,1.429
108,5.068
2964,19.295
13553,44.845
102,3.074
150,8.508
7222,9.602
1000,3.459
2367,4.233
1971,3.899
206,1.817
485506,971.727
190,2.625
1057,2.59
51,7.027
303,46.411
7985,10.761
12265,3.725
1727,7.225
4169,38.893
859,1.632
280,7.002
9792,21.281
824,3.024
88708,84.347
1496,2.778
4684,19.496
2176,4.983
8536,16.984
23,2.414
1164,3.536
515,10.436
102212,32.854
117,1.4
4072,6.413
10714,120.527
2677,53.681
9778,7.998
353,5.852
9145,3.704
128600,18.165
561,3.755
7556,6.39
22505,6.023
170,1.777
2815,116.421
1179,9.318
11322,15.955
47795,17.31
7534,9.613
2411,11.157
4772,8.594
47,0.899
74,3.52
865,8.557
521,1.235
727,1.4
1285,1.445
4490,7.419
944,26.283
93,21.257
14184,16.224
172,138.135
472,1.4
1817,88.067
5384,145.611
87080,24.449
119,6.073
249,2.841
6085,11.395
116,2.161
815,12.019
2240,7.29
57,8.408
88,5.458
920,2.403
328,2.098
3229,1.536
1541,1.645
208,2.255
4674,8.332
84,3.367
21949,21.083
585,1.802
479,19.16
862,3.907
2615,20.083
2714,11.352
1729,24.703
21487,6.712
78119,18.308
7096,5.846
4209,5.759
7084,76.039
1757,13.364
168,1.788
471,14.711
45,3.063
1967,5.218
3060,17.395
19023,7.649
595,5.956
220,2.444
1076,15.236
285,1.9
88,1.384
985,14.028
35,1.4
83973,24.787
204959,168.423
4075,3.7
5519,28.185
297525,111.535
9055,17.086
542,10.317
1824,6.561
743,32.746
891,5.367
335,8.131
594,1.532
498,23.821
234,3.719
207,5.884
248,6.999
1032,2.088
156144,41.19
2063,28.025
21204,5.152
14968,4.232
65,1.094
4963,20.176
895,3.441
8203,3.629
129,1.221
3037,1.758
60305,33.415
441023,30.147
20194,7.473
64805,9.152
1226,4.891
28537,54.867
18147,14.475
788,2.49
2560,1.161
254,1.031
21077,13.813
320,1.379
144,2.673
4488,7.629
2854,7.865
14037,8.04
210,0.6
137,2.967
17555,4.779
17570,5.138
1802,18.955
83,1.247
63,5.615
16302,5.768
402,4.274
27484,3.427
21328,9.77
1659,5.989
43835,9.757
214,2.171
2617,4.18
2870,3.524
36185,122.034
116,5.195
187,5.692
77,6.616
710,4.336
14464,31.709
1545,9.966
4280,3.002
327,0.77
1815,1.769
184,1.479
150,2.497
3901,4.396
14380,8.674
228799,58.435
95013,80.773
5283,2.147
118092,8.761
4690,4.633
11,2.141
10400,60.496
52731,49.499
10764,14.238
8487,10.874
9154,11.236
72460,20.038
8668,4.004
1654,3.032
231,1.826
1531,4.278
1189,5.977
2691,7.171
771,3.158
628,3.967
1353,3.65
2231,5.312
1463,3.029
768,2.67
1381,3.395
2326,7.806
2801,6.72
2437,19.62
807,9.122
179,8.32
40447,11.83
2122,170.773
3658,14.262
5156,6.244
893,19.328
4647,147.396
2278,31.24
714,6.523
13156,94.563
12124,13.95
255356,390.768
111483,23.463
154,1.917
365,2.419
503,3.124
80,1.317
47751,48.886
65,2.183
37340,15.406
6557,15.317
7248,19.743
6421,18.022
6417,155.052
9500,25.489
570,2.932
5586,62.295
3704,493.927
7073,7.885
286,1.642
35515,23.136
1711,3.483
3270,35.747
267,3.483
4252,19.69
1281,7.687
666,5.915
78,8.925
296,1.71
1541,3.802
113,1.113
67,1.034
104,1.279
96,1.843
2616,12.066
5141,4.681
1041,14.932
18523,9.049
90,0.856
3865,10.146
1808,49.781
223,5.089
311,1.86
1579,18.274
23651,15.126
3332,13.12
3421,13.684
7701,10.891
22045,20.123
40,1.094
4905,11.031
1659,12.634
8718,13.801
711,3.933
942,4.453
139154,369.341
1700,240.433
177,4.283
167670,16.989
263212,17.73
646,4.339
716,4.934
1533,58.719
125,15.113
87,2.337
92,7.167
3972,19.275
21963,4.435
984,9.065
11963,11.689
3820,9.975
4552,6.099
164,2.452
601,2.444
370,3.537
570,6.517
6550,7.958
153508,17.67
7539,25.738
5034,45.274
5060,4.185
3357,3.266
5728,3.275
2282,11.289
827,2.626
3730,8.205
3077,4.694
9912,2.615
1937,24.664
2298,3.169
1391,5.927
821,1.917
20019,13.963
11928,34.937
3675,7.357
22243,6.366
3173,9.326
584,1.778
57894,13.404
257,65.905
32,0.6
25793,26.614
7958,126.053
8367,116.036
465254,34.763
1193,2.789
